Nama Objek,Tgl Penilaian,Alamat,RT/RW,Desa,Kecamatan,Kota,Provinsi,Koordinat,Jumlah Satuan,Luas Tanah,Luas Bangunan,Indikasi Nilai Tanah,Nilai Objek,Total Nilai,Klasifikasi,Jenis_Objek,Jenis Objek Lainnya,Tujuan Penilaian,Tujuan Penilaian Lainnya,Pendekatan Penilaian,Pendekatan Penilaian Lainnya,Metode Penilaian1,Metode Penilaian Lainnya1,Metode Penilaian2,Metode Penilaian Lainnya2,Dasar Nilai,Dasar Nilai Lainnya,KJPP,Nomor Laporan,Penanda Tangan,Latitude,Longitude,Full Address,Check Lat,Check Long,Check Coord,Dist to Mean,Dist to Check,Cluster,Cluster No.,Cluster Mean,Cluster Std Dev,Gap to Mean,% Std Dev
Rumah Tinggal,15 April 2021,"Perumahan Modernland Cluster Pasadena Blok G-01 No.152 Kel. Sukasari, Kec. Tangerang Kab. Tangerang",000/000,Sukasari,Tangerang,Kota Tangerang,Banten,"-6.193701, 106.641675",1,411,315,8700000.0,"Rp4.525.740.000,00","Rp4.525.740.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Biaya Pengganti,(NULL),Nilai Pasar,(NULL),"Agus, Firdaus & Rekan",01086/2.0037-00/PI/07/0100/1/IV/2021,"Ir. Agus Triwaluyo, M.Sc.",-6.193701,106.641675,"Perumahan Modernland Cluster Pasadena Blok G-01 No.152 Kel. Sukasari, Kec. Tangerang Kab. Tangerang Sukasari Tangerang Kota Tangerang",-6.1955238,106.6384292,"-6.1955238 , 106.6384292",2.7380169953780964,0.4119180768355763,33,33,9325990.533333333,1495748.3517055868,-625990.5333333332,41.85132697084523
Rumah Tinggal,31 Agustus 2021,Perumahan Lippo Karawaci Cluster Taman Holandia Jalan Rotterdam No. 11,-,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.222710, 106.624120",1,101,135,8500000.0,"Rp1.290.230.000,00","Rp1.290.230.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01094/2.0115-00/PI/07/0249/1/IX/2021,"Firmansyah, S.T.",-6.22271,106.62412,Perumahan Lippo Karawaci Cluster Taman Holandia Jalan Rotterdam No. 11 Panunggangan Barat Cibodas Kota Tangerang,-6.2210227,106.6194425,"-6.2210227 , 106.6194425",5.390474726888793,0.5502536145836534,15,15,8799958.095238095,2517087.6141302744,-299958.09523809515,11.91687144913862
Rumah Tinggal,8 November 2021,Perumahan Taman Royal 1 Cluster Cendana Jalan Cendana VII No. 8,002/015,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.175931, 106.655202",1,128,155,6800000.0,"Rp1.418.700.000,00","Rp1.418.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Kalkulasi Biaya,(NULL),(NULL),Nilai Pasar,(NULL),Pung's Zulkarnain & Rekan,01096/2.0004-00/PI/07/0004/1/XI/2021,Ir. Saifullah Zulkarnain,-6.175931,106.655202,Perumahan Taman Royal 1 Cluster Cendana Jalan Cendana VII No. 8 Tanah Tinggi Tangerang Kota Tangerang,-6.1756097,106.6522138,"-6.1756097 , 106.6522138",2.7114576728049817,0.3326304182452497,34,34,7081105.260869565,1384073.6423251063,-281105.2608695654,20.309993072141484
Rumah Tinggal,12 November 2021,"Perumahan Griya Kencana II Blok P No. 24, Kelurahan Sudimara Barat, Kecamatan Ciledug, Kota Tangerang, Provinsi Banten",-,Sudimara Barat,Ciledug,Kota Tangerang,Banten,"-6.228684, 106.707216",1,289,275,5300000.0,"Rp2.204.000.000,00","Rp2.204.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Perbandingan Data Pasar,Lainnya,Biaya Pengganti Baru,Nilai Pasar,(NULL),"Rinaldi, Alberth, Baroto dan Rekan",01101/2.0114-00/PI/07/0287/1/XI/2021,"Alberth, S.T.",-6.228684,106.707216,"Perumahan Griya Kencana II Blok P No. 24, Kelurahan Sudimara Barat, Kecamatan Ciledug, Kota Tangerang",-6.229011,106.7044652,"-6.229011 , 106.7044652",5.686050863747183,0.3065621924819585,20,20,5069040.409090909,1657847.0790297552,230959.59090909082,13.931296428393052
Rumah Tinggal,27 April 2021,"Jalan Betet XII No.18, Cibodas Sari, Cibodas",0,Cibodasari,Cibodas,Kota Tangerang,Banten,"-6.213983,106.613101",1,93,96,4219000.0,"Rp657.000.000,00","Rp657.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",01126/2.0041-01/PI/07/0389/0/IV/2021,"Fauzan Ananda, S.E.",-6.213983,106.613101,"Jalan Betet XII No.18, Cibodas Sari, Cibodas Cibodasari Cibodas Kota Tangerang",-6.2140412,106.6104702,"-6.2140412 , 106.6104702",6.12390095021817,0.2912211768641683,43,43,6190333.333333333,2455801.3427991522,-1971333.333333333,80.27250816168963
Rumah Tinggal,3 Juni 2021,Perumahan Metro Permata 2 Blok A - 3 No. 2,-,Karang Mulya,Karang Tengah,Kota Tangerang,Banten,"-6.204908, 106.715906",1,144,"166,50",10782000.0,"Rp2.030.463.000,00","Rp2.030.463.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01130/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.204908,106.715906,Perumahan Metro Permata 2 Blok A - 3 No. 2 Karang Mulya Karang Tengah Kota Tangerang,-6.2059419,106.71139,"-6.2059419 , 106.71139",5.571212157471118,0.5127042070662035,26,26,10254765.476190476,1964633.2656748195,527234.5238095243,26.836282018691556
Rumah Tinggal,16 April 2021,"Perumahan Cimone Permai Jl. Cimone Alfa 3 No.44 Kel. Cimone, Kec. Karawaci, Tangerang",000/000,Cimone,Karawaci,Kota Tangerang,Banten,"-6.191750, 106.610402",1,120,144,4000000.0,"Rp929.280.000,00","Rp929.280.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),"Agus, Firdaus & Rekan",01134/2.0037-00/PI/07/0100/1/IV/2021,"Ir. Agus Triwaluyo, M.Sc.",-6.19175,106.610402,"Perumahan Cimone Permai Jl. Cimone Alfa 3 No.44 Kel. Cimone, Kec. Karawaci, Tangerang Cimone Karawaci Kota Tangerang",-6.1942136,106.6070934,"-6.1942136 , 106.6070934",6.196804062405464,0.4564101617701387,16,16,4617070.518518519,2144338.697046685,-617070.5185185187,28.776728199159308
Rumah Tinggal,17 September 2021,Komplek Griya Kencana II Blok AA/5,003/014,Sudimara Barat,Ciledug,Kota Tangerang,Banten,"-6.230336,106.705711",1,144,71,5940000.0,"Rp1.108.992.000,00","Rp1.108.992.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Lainnya,perbandingan data pasar,Nilai Pasar,(NULL),Hari Utomo & Rekan,01157/2.0025-01/PI/07/0099/1/IX/2021,Ir. Richard Kadar Utomo,-6.230336,106.705711,Komplek Griya Kencana II Blok AA/5 Sudimara Barat Ciledug Kota Tangerang,-6.2300386,106.7030999,"-6.2300386 , 106.7030999",5.667282513182969,0.2908266395221813,20,20,5069040.409090909,1657847.0790297552,870959.5909090908,52.535580749631904
Rumah Tinggal,9 September 2021,"Perumahan Puri Beta 2, Cluster Taman Buah Jalan Taman Buah VII No. 6",001/03,Larangan Utara,Larangan,Kota Tangerang,Banten,"-6.234110, 106.722060",1,91,56,9700000.0,"Rp1.054.000.000,00","Rp1.054.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01161/2.0115-00/PI/07/0249/1/IX/2021,"Firmansyah, S.T.",-6.23411,106.72206,"Perumahan Puri Beta 2, Cluster Taman Buah Jalan Taman Buah VII No. 6 Larangan Utara Larangan Kota Tangerang",-6.2336532,106.7196452,"-6.2336532 , 106.7196452",7.378375480151916,0.2719680526047212,4,4,6881832.885714286,3053664.101059171,2818167.114285714,92.28805202603083
Rumah Tinggal,12 November 2021,"Perumahan Taman Royal 1 Cluster Cendana, Jalan Cendana Raya No. 33",001/002,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.175569926199681, 106.65474090967857",1,120,45,7100000.0,"Rp972.000.000,00","Rp972.000.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Damianus Ambur & Rekan,01164/2.0097-00/PI/12/0217/0/XI/2021,Damianus Ambur,-6.175569926199681,106.65474090967857,"Perumahan Taman Royal 1 Cluster Cendana, Jalan Cendana Raya No. 33 Tanah Tinggi Tangerang Kota Tangerang",-6.1756097,106.6522138,"-6.1756097 , 106.6522138",2.770003588860149,0.2797294676826254,34,34,7081105.260869565,1384073.6423251063,18894.73913043458,1.3651541762397335
Rumah Tinggal,8 Juni 2021,Jalan Sejahtera Raya No. 30B,002/03,Larangan Selatan,Larangan,Kota Tangerang,Banten,"-6.247412, 106.730654",1,92,125,5707000.0,"Rp1.071.169.000,00","Rp1.071.169.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01167/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.247412,106.730654,Jalan Sejahtera Raya No. 30B Larangan Selatan Larangan Kota Tangerang,-6.2474302,106.7280848,"-6.2474302 , 106.7280848",9.004139105239775,0.2843219314356455,18,18,6633093.885714286,1570231.2156777643,-926093.885714286,58.978185917323835
Rumah Tinggal,30 September 2021,Jalan Otista Raya No 66 dan 68,-,Gerendeng,Karawaci,Kota Tangerang,Banten,"-6.172883, 106.625149",1,243,304,15060000.0,"Rp4.203.700.000,00","Rp4.203.700.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,DRC Data pasar,(NULL),(NULL),Nilai Pasar,(NULL),Hari Utomo & Rekan,01194/2.0025-01/PI/07/0099/1/X/2021,Ir. Richard Kadar Utomo,-6.172883,106.625149,Jalan Otista Raya No 66 dan 68 Gerendeng Karawaci Kota Tangerang,-6.1728294,106.6226335,"-6.1728294 , 106.6226335",5.306344768267862,0.278474470493182,32,32,6374285.714285715,4085050.270717083,8685714.285714285,212.6219681548646
Rumah Tinggal,15 Juni 2021,Perum. Taman Royal I Jalan Pinus I No. 107,-,Tanah Tinggi,Tangerang,Kota Tangerang,Banten,"-6.182702, 106.660704",1,132,138,8465000.0,"Rp1.607.280.000,00","Rp1.607.280.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01225/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.182702,106.660704,Perum. Taman Royal I Jalan Pinus I No. 107 Tanah Tinggi Tangerang Kota Tangerang,-6.1822155,106.6543202,"-6.1822155 , 106.6543202",1.7833257958766424,0.7085811126436107,34,34,7081105.260869565,1384073.6423251063,1383894.7391304346,99.98707415637428
Rumah Tinggal,16 Juni 2021,Komplek Jems Garden Residence Jalan Inpres Raya Blok B No. 7,-,Gaga,Larangan,Kota Tangerang,Banten,"-6.242633, 106.721892",1,75,135,11358000.0,"Rp1.421.955.000,00","Rp1.421.955.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01249/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.242633,106.721892,Komplek Jems Garden Residence Jalan Inpres Raya Blok B No. 7 Gaga Larangan Kota Tangerang,-6.2425991,106.7190231,"-6.2425991 , 106.7190231",7.914785206115816,0.3175054694222853,24,24,6444425.0,1918666.04658711,4913575.0,256.0932898531343
Rumah Tinggal,27 September 2021,Perumahan Duta Bintaro Cluster Tampak Siring Blok D 17 No. 1,000/000,Kunciran,Pinang,Kota Tangerang,Banten,"-6.230533, 106.667578",1,78,54,6250000.0,"Rp603.065.000,00","Rp603.065.000,00",Properti,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),Lainnya,data pasar,Nilai Pasar,(NULL),Hari Utomo & Rekan,01252/2.0025-01/PI/12/0099/1/X/2021,Ir. Richard Kadar Utomo,-6.230533,106.667578,Perumahan Duta Bintaro Cluster Tampak Siring Blok D 17 No. 1 Kunciran Pinang Kota Tangerang,-6.2308248,106.6651509,"-6.2308248 , 106.6651509",3.6112785835995984,0.2705296286157038,8,8,8535289.09375,4622618.465757938,-2285289.09375,49.43711255164766
Rumah Tinggal,27 Oktober 2021,"Perumahan Poris Indah, Jalan Mawar 7 Blok C No. 231-B",007/06,Cipondoh Indah,Cipondoh,Kota Tangerang,Banten,"-6.177945, 106.688851",1,52,86,8400000.0,"Rp732.980.000,00","Rp732.980.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01278/2.0115-00/PI/07/0249/1/XI/2021,"Firmansyah, S.T.",-6.177945,106.688851,"Perumahan Poris Indah, Jalan Mawar 7 Blok C No. 231-B Cipondoh Indah Cipondoh Kota Tangerang",-6.1776182,106.6858863,"-6.1776182 , 106.6858863",3.3529311008842444,0.3301092933467568,41,41,7933469.292682927,2488997.645219961,466530.7073170729,18.74371830817236
Rumah Tinggal,9 September 2021,"Perumahan Islamic Village, Jalan Baiti Jannati II Blok L 5 No. 6 & 7, Kelurahan Panunggangan Barat, Kecamatan Cibodas, Kota Tangerang, Provinsi Banten",000/000,Panunggangan Barat,Cibodas,Kota Tangerang,Banten,"-6.225916,  106.621436",1,360,185,8060000.0,"Rp3.280.110.000,00","Rp3.280.110.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,01284/2.0017-09/PI/07/0300/1/IX/2021,"Rizki Novarino, S.T.",-6.225916,106.621436,"Perumahan Islamic Village, Jalan Baiti Jannati II Blok L 5 No. 6 & 7, Kelurahan Panunggangan Barat, Kecamatan Cibodas, Kota Tangerang",-6.2277735,106.6160628,"-6.2277735 , 106.6160628",5.828593465285445,0.6291169981593886,15,15,8799958.095238095,2517087.6141302744,-739958.0952380951,29.397391297949387
Rumah Tinggal,21 Desember 2021,"Jalan H. Usman II, RT. 01 RW. 02, Cluster Green Tajur Townhouse, Blok B No. 5, Kelurahan Tajur, Kecamatan Ciledug, Kotamadya Tangerang, Propinsi Banten 15152",-,Tajur,Ciledug,Kota Tangerang,Banten,"-6.241612132151748, 106.69066693273234",1,50,66,7800000.0,"Rp733.200.000,00","Rp733.200.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),"Taufik, Baskoro dan Rekan",01291/2.0090-00/PI/07/0185/0/XII/2021,Ir. Taufik Yusuf,-6.241612132151748,106.69066693273234,"Jalan H. Usman II, RT. 01 RW. 02, Cluster Green Tajur Townhouse, Blok B No. 5, Kelurahan Tajur, Kecamatan Ciledug, Kotamadya Tangerang, Propinsi Banten 15152 Tajur Ciledug Kota Tangerang",-6.2417107,106.6889546,"-6.2417107 , 106.6889546",5.5473504041448045,0.1898068218353685,35,35,8820946.5,2624117.673722146,-1020946.5,38.906277345095255
Rumah Tinggal,16 April 2021,"Jl. Ki Hajar Dewantoro, Blok A No. 109 (d/h. No. 2), Rt. 002 Rw. 01",0,Gondrong,Cipondoh,Kota Tangerang,Banten,"-6.187580991119686, 106.6999550097268",1,"155,79",89,8300000.0,"Rp1.511.997.000,00","Rp1.511.997.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),Jimmy Prasetyo & Rekan,01292/2.0031-00/PI/07/0088/1/IV/2021,Drs. Bagus Wiyono,-6.187580991119686,106.6999550097268,"Jl. Ki Hajar Dewantoro, Blok A No. 109 (d/h. No. 2), Rt. 002 Rw. 01 Gondrong Cipondoh Kota Tangerang",-6.1875357,106.6970001,"-6.1875357 , 106.6970001",3.922101407853612,0.3270738451675973,10,10,9857810.160714285,5167021.857088601,-1557810.1607142854,30.149091755382003
Rumah Tinggal,11 November 2021,"Perumahan Budi Indah,  Jalan Dieng 2 Blok B.1 No.  24",-,Poris Gaga,Batuceper,Kota Tangerang,Banten,"-6.166022, 106.688015",1,150,202,7800000.0,"Rp1.805.896.000,00","Rp1.805.896.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Lelang,(NULL),Pendekatan Biaya,(NULL),Lainnya,Metode Perbandingan Data Pasar (Direct Comparison Method),Biaya Reproduksi,(NULL),Nilai Pasar,(NULL),Firmansyah & Rekan,01312/2.0115-00/PI/07/0249/1/XI/2021,"Firmansyah, S.T.",-6.166022,106.688015,"Perumahan Budi Indah,  Jalan Dieng 2 Blok B.1 No.  24 Poris Gaga Batuceper Kota Tangerang",-6.1659183,106.6853859,"-6.1659183 , 106.6853859",4.28318704681796,0.2912140817348253,2,2,8572766.28,1896076.5830944942,-772766.2799999993,40.75606897369119
Rumah Tinggal,15 September 2021,"Perumahan Cimone Permai, Jalan Cimone Permai VI No. 4, RT. 003, RW. 07, Kelurahan Cimone, Kecamatan Karawaci (d.h - Kec. Tangerang), Kota Tangerang (d.h - Kab. Tangerang), Provinsi Banten",003/07,Cimone,Karawaci,Kota Tangerang,Banten,"-6.190918, 106.610199",1,95,92,5230000.0,"Rp608.078.000,00","Rp608.078.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,01313/2.0017-09/PI/07/0300/1/IX/2021,"Rizki Novarino, S.T.",-6.190918,106.610199,"Perumahan Cimone Permai, Jalan Cimone Permai VI No. 4, RT. 003, RW. 07, Kelurahan Cimone, Kecamatan Karawaci (d.h - Kec. Tangerang), Kota Tangerang",-6.1923456,106.6073158,"-6.1923456 , 106.6073158",6.229894553382073,0.3560153063728993,16,16,4617070.518518519,2144338.697046685,612929.4814814813,28.58361332216993
Rumah Tinggal,25 Juni 2021,Perumnas Karawaci Baru Jalan Nusa Indah V No 79,-,Nusa Jaya,Karawaci,Kota Tangerang,Banten,"-6.196871, 106.616680",1,90,99,4519000.0,"Rp515.406.000,00","Rp515.406.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01325/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.196871,106.61668,Perumnas Karawaci Baru Jalan Nusa Indah V No 79 Nusa Jaya Karawaci Kota Tangerang,-6.1970369,106.6140842,"-6.1970369 , 106.6140842",5.465587087872667,0.2878710584701073,29,29,6739746.826086956,2589778.173644093,-2220746.826086956,85.75046498913571
Rumah Tinggal,29 Juni 2021,"Perumahan Green Lake City, Cluster Europe Jalan Europe 8 No. 72",-,Ketapang,Cipondoh,Kota Tangerang,Banten,"-6.183031, 106.707128",1,160,276,16574000.0,"Rp3.780.128.000,00","Rp3.780.128.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Suwendho Rinaldy & Rekan,01351/2.0059-00/PI/07/0243/1/VI/2021,"Ir. Suwendho Kemandjaya, M.Sc.",-6.183031,106.707128,"Perumahan Green Lake City, Cluster Europe Jalan Europe 8 No. 72 Ketapang Cipondoh Kota Tangerang",-6.1833242,106.7047258,"-6.1833242 , 106.7047258",4.834608331938759,0.2678362440456983,6,6,14916578.232142856,4068081.5471434244,1657421.7678571437,40.74209793117281
Rumah Tinggal,7 Mei 2021,"Jl. Raya Merdeka No. 285 RT 003 RW 007, Pabuaran, Karawaci, Tangerang",003/007,Pabuaran,Karawaci,Kota Tangerang,Banten,"-6.181966034415902, 106.61996748111663",1,867,626,11600000.0,"Rp11.226.750.000,00","Rp11.226.750.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Pengganti,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),"Agus, Firdaus & Rekan",01364/2.0037-00/PI/07/0100/1/V/2021,"Ir. Agus Triwaluyo, M.Sc.",-6.181966034415902,106.61996748111665,"Jl. Raya Merdeka No. 285 RT 003 RW 007, Pabuaran, Karawaci, Tangerang Pabuaran Karawaci Kota Tangerang",-6.1823707,106.6175862,"-6.1823707 , 106.6175862",5.396878836264127,0.2673239742540543,13,13,6931206.638888889,2946318.42061562,4668793.361111111,158.4619411277206
Rumah Tinggal,18 November 2021,"Perumahan Taman Royal 3 ""Cluster Palem"" Jalan Palem 2 No. 16,",000/000,Poris Plawad,Cipondoh,Kota Tangerang,Banten,"-6.174232, 106.661657",1,84,119,8780000.0,"Rp1.249.520.000,00","Rp1.249.520.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,perbandingan data pasar,(NULL),(NULL),Nilai Pasar,(NULL),Hari Utomo & Rekan,01366/2.0025-01/PI/07/0099/1/XI/2021,Ir. Richard Kadar Utomo,-6.174232,106.661657,"Perumahan Taman Royal 3 ""Cluster Palem"" Jalan Palem 2 No. 16, Poris Plawad Cipondoh Kota Tangerang",-6.1737575,106.6584558,"-6.1737575 , 106.6584558",2.663663861694103,0.3581674552783682,34,34,7081105.260869565,1384073.6423251063,1698894.7391304346,122.74597876717456
Rumah Tinggal,18 November 2021,Jalan KH. Mursan No. 61,004/01,Belendung,Benda,Kota Tangerang,Banten,"-6.147550, 106.671148",1,121,140,4270000.0,"Rp1.008.000.000,00","Rp1.008.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,DRC DAN DATA PASAR,(NULL),(NULL),Nilai Pasar,(NULL),Hari Utomo & Rekan,01369/2.0025-01/PI/09/0099/1/XI/2021,Ir. Richard Kadar Utomo,-6.14755,106.671148,Jalan KH. Mursan No. 61 Belendung Benda Kota Tangerang,-6.1492179,106.66774,"-6.1492179 , 106.66774",5.597983042385819,0.4198902029361186,44,44,5049181.818181818,1911906.8396855437,-779181.8181818184,40.754172850282416
Rumah Tinggal,27 Mei 2021,"Perumahan Aleyra Residence, Blok AR.5 No. 21",0,Buaran Indah,Tangerang,Kota Tangerang,Banten,"-6.183131, 106.656555",1,70,46,7063000.0,"Rp649.000.000,00","Rp649.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",01381/2.0041-01/PI/07/0389/0/V/2021,"Fauzan Ananda, S.E.",-6.183131,106.656555,"Perumahan Aleyra Residence, Blok AR.5 No. 21 Buaran Indah Tangerang Kota Tangerang",-6.1827695,106.654664,"-6.1827695 , 106.654664",1.9435839723595807,0.2130727047273158,34,34,7081105.260869565,1384073.6423251063,-18105.26086956542,1.3081139843939502
Rumah Tinggal,30 September 2021,Perumahan Pinang Griya Permai Jl. Elang I Blok B.2 No. 8,000/000,Pinang,Pinang,Kota Tangerang,Banten,"-6.220579,  106.692159",1,82,103,5480000.0,"Rp724.370.000,00","Rp724.370.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Biaya Reproduksi,(NULL),(NULL),(NULL),Nilai Pasar,(NULL),Rizki Djunaedy dan Rekan,01429/2.0017-09/PI/07/0300/1/X/2021,"Rizki Novarino, S.T.",-6.220579,106.692159,Perumahan Pinang Griya Permai Jl. Elang I Blok B.2 No. 8 Pinang Pinang Kota Tangerang,-6.2204477,106.6901826,"-6.2204477 , 106.6901826",3.824855611520061,0.2192064898891167,31,31,5577809.523809524,1236057.7502304502,-97809.52380952425,7.913022169982646
Rumah Tinggal,31 Mei 2021,"Perumahan Metland Puri (d/h Komplek Puri Metropolitan), Perumahan Metland Puri (d/h Komplek Puri Metropolitan)",0,Petir,Cipondoh,Kota Tangerang,Banten,"-6.192411, 106.710848",1,105,66,10023000.0,"Rp1.235.000.000,00","Rp1.235.000.000,00",Properti,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Pasar,(NULL),Perbandingan Data Pasar,(NULL),Perbandingan Data Pasar,(NULL),Nilai Pasar,(NULL),"Dasa'at, Yudistira dan Rekan",01440/2.0041-01/PI/07/0389/0/V/2021,"Fauzan Ananda, S.E.",-6.192411,106.710848,"Perumahan Metland Puri (d/h Komplek Puri Metropolitan), Perumahan Metland Puri (d/h Komplek Puri Metropolitan) Petir Cipondoh Kota Tangerang",-6.1885332,106.7107502,"-6.1885332 , 106.7107502",4.994728258136549,0.4289715781128903,37,37,13302030.576923076,3614839.1659215013,-3279030.576923076,90.71027579417022
Rumah Tinggal,8 Desember 2021,"Komplek Kehakiman BPHN, Jl. Pengayoman Selatan 1 Blok D No. 26",001/009,Buaran Indah,Tangerang,Kota Tangerang,Banten,"-6.179245, 106.646471",1,95,119,7980000.0,"Rp1.233.000.000,00","Rp1.233.000.000,00",Properti Sederhana,Rumah Tinggal,(NULL),Penjamin Utang,(NULL),Pendekatan Biaya,(NULL),Lainnya,DRC DAN DATA PASAR,(NULL),(NULL),Nilai Pasar,(NULL),Hari Utomo & Rekan,01447/2.0025-01/PI/07/0099/1/XII/2021,Ir. Richard Kadar Utomo,-6.179245,106.646471,"Komplek Kehakiman BPHN, Jl. Pengayoman Selatan 1 Blok D No. 26 Buaran Indah Tangerang Kota Tangerang",-6.1765646,106.6444036,"-6.1765646 , 106.6444036",2.9932203716135444,0.3744588721408903,34,34,7081105.260869565,1384073.6423251063,898894.7391304346,64.94558610482464
